presc_id,drug_brand_name,total_claims,total_drug_cost
548,Mediprofen276,37,1608.76
191,Vitalax980,158,13344.43
86,Biostat738,12,961.47
399,Healvirin673,108,13084.51
311,Ashacin515,110,12239.49
432,Arovex226,1,188.19
77,Medicillin460,68,11447.28
449,Aromox645,120,20954.77
1011,Apexvir49,30,784.46
702,Vitalax767,158,23704.85
961,Vitatril903,67,8531.8
678,Carecillin430,162,23368.22
1066,Vitalax980,175,11887.28
503,Medimox812,58,9848.91
558,Sanizide444,85,15872.47
829,Wellvex571,14,2646.14
528,Carelax872,28,4974.23
449,Sanizide413,64,5946.86
202,Medivirin149,179,20410.55
819,Curecillin274,108,12575.52
497,Carezide629,42,6387.08
136,Lifefer681,199,16172.57
893,Arodol411,104,16223.41
970,Ashazide614,8,593.88
631,Carezym368,61,7494.39
812,Vitalax491,151,7872.59
482,Medivex258,74,4747.93
689,Apexstat23,41,5463.78
170,Sanicillin705,26,757.97
18,Apexlax435,39,4604.16
190,Apexvex914,179,28534.59
5,Ashafer572,121,4975.1
752,Wellmox688,174,28021.02
732,Lifevirin760,171,18510.92
635,Arocin562,85,2954.72
169,Sanicin833,11,1598.14
394,Swasthcin718,44,9108.52
1005,Apexfer761,28,1680.8
1078,Swasthzide788,19,3145.98
134,Apexcillin761,119,14567.67
1055,Zenvirin646,25,2522.27
582,Apexzide23,9,763.92
334,Wellvir735,178,18400.53
1043,Ashatril324,79,5778.31
822,Vitamox197,108,17119.25
634,Healprofen82,171,11979.06
305,Vitafer533,181,6603.56
242,Neolax842,38,1197.54
306,Swasthzide551,186,5039.6
656,Carezide136,149,8630.83
840,Neodol927,32,6573.86
1131,Lifeprofen876,187,26872.94
430,Heallax258,122,16582.48
801,Neovex829,50,3455.92
517,Medivirin588,100,4768.67
815,Apexmox30,182,32751.82
670,Healmox192,191,37979.28
645,Neocillin820,193,25202.76
16,Wellzide371,43,8430.07
998,Apexfer332,86,3823.31
492,Medivex159,132,19547.52
415,Curevex110,185,7470.05
19,Wellfer420,162,12759.95
764,Carestat994,87,956.29
1027,Curevex754,52,2604.65
1035,Curecillin274,71,9184.98
403,Ashaprofen638,112,19588.58
81,Curevex23,117,24349.92
595,Arofer835,138,28532.02
583,Biomox294,86,1241.25
129,Zencin870,122,20963.81
950,Lifevir353,156,21786.15
457,Swasthstat517,116,8165.17
80,Neofer71,59,8680.22
809,Cureprofen228,68,712.39
455,Neodol741,116,5788.75
98,Sanimox547,20,3190.9
1120,Neofer71,107,1627.41
628,Carevir940,197,22368.78
1189,Lifevirin270,55,6534.11
238,Neolax438,61,11527.48
673,Mediprofen806,46,5015.3
880,Swasthdol290,21,1481.76
983,Sanivex389,6,204.48
529,Medivirin312,44,6539.14
852,Mediprofen70,42,7352.93
336,Ashaprofen408,93,3131.24
634,Ashaprofen408,139,21456.44
157,Ashafer618,40,8133.53
7,Zenvir276,62,1580.46
554,Swasthprofen711,46,1502.2
249,Apexcillin857,129,22750.53
953,Ashafer572,131,4785.65
570,Swasthvirin259,22,1585.43
362,Healzym604,100,17363.59
513,Neozym303,186,2940.3
177,Neovex123,17,696.03
1070,Apexcin125,177,20617.12
720,Arozide106,8,607.1
886,Neofer634,27,4996.96
825,Curezym695,55,2499.21
991,Curevex754,199,26798.5
465,Sanicin62,169,35925.81
1142,Carevirin378,198,19140.37
756,Zenvir446,51,8408.39
386,Carestat529,1,107.24
763,Curezide690,167,13968.99
16,Ashaprofen556,81,13028.55
197,Apexcillin761,153,18824.62
279,Curezide690,122,15200.01
698,Carecillin961,31,3630.73
650,Cureprofen228,63,5005.51
601,Medizide629,10,1586.83
615,Arozym551,171,31086.46
529,Curelax858,98,19277.15
844,Neovex829,20,3941.17
1021,Carezym564,79,12138.83
54,Carelax388,73,5874.98
282,Ashafer290,135,19428.72
743,Apexmox896,30,824.93
684,Medivirin588,82,13998.5
435,Neolax812,150,23568.04
567,Arovirin33,80,14474.52
1109,Swasthvir71,21,3671.23
1183,Curecillin536,177,23595.13
610,Neozide691,26,5271.51
84,Sanimox351,80,15151.03
683,Carelax262,69,9792.51
194,Ashatril184,151,1897.09
88,Apexcillin857,121,20252.44
219,Healprofen96,68,3228.69
508,Neocin763,21,1474.31
1166,Curelax111,180,34247.02
35,Ashamox457,121,6932.14
347,Carestat16,189,42038.04
1044,Medistat835,62,11069.71
1072,Curevex383,70,9365.64
385,Swasthzide788,127,13292.4
433,Curecin762,157,20556.1
1081,Bioprofen353,75,5776.6
843,Healvir166,149,9390.09
256,Ashalax510,181,17798.24
1020,Carelax745,1,200.03
392,Apexfer332,192,10461.09
378,Sanicillin468,165,23611.91
510,Lifefer599,34,4781.83
512,Swasthdol791,191,3317.8
809,Ashafer324,35,6653.41
231,Vitacillin756,148,1501.64
227,Healcillin124,179,2104.63
423,Mediprofen671,115,4809.71
253,Zenvex701,95,6977.39
1063,Healcillin539,175,11973.89
299,Meditril676,53,4255.36
498,Curestat83,126,12733.42
101,Neolax438,65,714.63
126,Vitafer340,16,2574.39
418,Lifetril52,106,3238.35
581,Sanivirin963,72,3552.92
970,Biovex473,196,23328.67
713,Bioprofen353,78,10687.22
565,Curezide690,123,23293.42
984,Ashavex484,57,4996.29
481,Zenvir276,166,16402.12
1130,Sanifer340,131,16308.32
549,Medizide629,185,14534.18
203,Zenvirin433,70,12833.01
636,Aroprofen694,192,15297.24
220,Sanimox135,62,10934.44
501,Swasthstat954,194,43921.34
1177,Medizym361,136,27402.31
1083,Curevex754,1,34.72
1135,Neomox257,108,11466.5
397,Mediprofen799,48,1457.31
871,Swasthvirin56,65,9075.65
409,Zenvex524,161,16027.41
1158,Carelax388,145,11439.94
402,Zentril751,63,5227.51
731,Neostat267,121,19772.44
1010,Medimox688,59,5792.02
157,Medizide455,27,2982.59
842,Neolax331,12,601.23
149,Zenvirin86,27,4488.82
904,Medicin856,184,7384.26
448,Swasthvirin234,95,2636.02
838,Vitalax306,31,6720.11
922,Vitalax767,54,1764.59
244,Neovirin490,24,4450.03
1100,Wellcillin322,192,28059.96
91,Caredol360,122,18262.33
14,Arovirin33,126,20089.9
844,Curevex23,85,2592.57
470,Medifer168,148,9549.37
715,Zenzym858,92,15030.46
337,Carezide624,7,1257.19
1171,Carezide624,6,786.06
322,Arozym597,60,10085.67
402,Swasthcillin797,54,2538.3
126,Medimox662,170,17605.93
65,Swasthstat517,31,5122.04
751,Neovir230,161,27930.7
885,Ashavex126,40,6472.88
326,Mediprofen671,122,9498.94
72,Sanivirin963,137,6833.93
861,Lifevex42,28,692.71
150,Vitastat925,40,3662.4
341,Swasthcin793,69,11193.05
1088,Wellfer65,152,32295.7
676,Arotril943,116,5550.98
1092,Curedol685,170,23749.68
871,Ashafer961,45,6458.92
572,Ashavex771,81,4642.76
42,Sanidol745,51,4498.59
1097,Biotril391,120,25969.85
237,Cureprofen228,178,5558.82
1093,Apexvirin676,29,3438.01
1190,Sanizide153,183,25843.71
1061,Welltril714,47,5122.56
259,Curemox588,62,11910.64
1114,Arovex270,19,1131.54
695,Carevirin703,135,14803.98
681,Curefer387,141,4823.02
876,Medivirin288,126,20784.64
452,Vitafer533,179,24726.48
906,Medimox812,19,1868.38
165,Lifecillin235,189,30303.58
566,Neomox103,87,1542.24
56,Arofer835,199,24613.29
63,Zenvirin433,22,1767.6
1200,Zenstat494,21,516.57
202,Apexvex914,113,19062.95
761,Ashaprofen638,15,2692.46
53,Medivex159,185,7157.3
777,Curedol414,173,6476.41
594,Carestat529,193,11982.53
1118,Healvirin103,38,5058.28
977,Carelax745,74,8968.66
157,Zenmox709,39,1910.35
1027,Curecillin536,160,25417.22
961,Zenstat163,11,1216.95
91,Swasthvex419,154,3262.26
504,Ashamox912,97,7352.79
741,Zenvex701,186,21277.19
830,Zenzide317,97,11014.14
306,Neozym303,69,8857.08
757,Medilax236,170,3259.78
349,Biodol396,148,10981.91
81,Welldol776,161,16332.12
493,Apexvex958,106,14297.46
943,Zenlax198,159,14775.6
1077,Sanimox351,48,1493.93
97,Ashazym434,32,5445.92
1083,Ashastat445,32,6733.16
11,Vitastat241,67,8440.21
364,Carezym368,141,28147.3
510,Swasthtril822,133,6947.88
385,Swasthmox590,136,18458.04
497,Careprofen462,40,5197.42
820,Ashafer618,159,24669.16
1069,Curezym407,147,21440.88
630,Neovir230,105,6331.58
860,Sanizide413,194,28665.51
1083,Curezide690,111,5580.57
516,Sanizide413,22,1962.23
800,Vitacillin581,75,15495.49
321,Swasthlax170,91,17477.73
596,Neofer958,11,568.27
756,Arozym551,88,9529.13
393,Medizide629,187,2495.36
773,Medidol56,79,6850.15
596,Wellstat916,132,18034.62
1035,Swasthdol290,6,1052.22
755,Swasthvir159,62,7531.37
366,Healvirin673,71,6176.36
954,Carelax502,157,24230.05
697,Neotril745,10,710.08
597,Medimox688,62,2924.1
728,Sanitril633,50,8181.1
646,Arovir972,182,6761.54
290,Sanistat981,27,815.0
932,Careprofen462,135,15492.41
254,Medicillin326,140,3203.04
494,Neozym303,152,4591.31
1009,Zenmox709,56,2179.07
463,Ashaprofen408,11,2259.9
158,Ashafer618,22,4396.86
1035,Sanifer54,128,19689.38
798,Vitazym489,25,2565.8
834,Vitacillin927,200,26658.11
18,Zencillin529,3,529.01
55,Apexcin125,8,971.22
850,Lifecillin235,29,3821.18
1073,Sanilax547,4,228.71
968,Swasthlax312,164,23050.01
581,Arotril170,153,5598.01
851,Ashazide805,1,196.11
803,Meditril764,95,12000.54
119,Carelax104,20,1273.81
253,Zenvex524,135,19034.61
223,Carestat16,139,8829.49
1086,Ashavirin771,123,8393.43
286,Caremox55,194,37078.03
323,Sanimox719,56,7376.9
151,Medivex292,62,5939.53
857,Ashavex212,20,649.61
603,Ashatril184,34,3779.12
88,Medimox812,94,13827.93
692,Apexcin715,61,6434.43
892,Wellfer65,191,3980.7
239,Neolax842,192,7505.57
37,Vitazym494,11,2420.96
114,Zenmox709,134,24070.94
815,Medidol872,156,4854.04
56,Medizym361,99,4029.18
657,Sanicillin468,191,11424.88
448,Caredol360,66,11994.86
881,Curevir658,131,15470.04
223,Carezym649,125,16861.55
1150,Swasthvex419,165,32526.3
1075,Ashavex212,68,5269.35
238,Lifefer638,62,4479.98
1081,Arotril170,115,18248.96
487,Healdol271,123,25113.14
1083,Curelax111,35,2948.19
767,Ashacin657,158,21352.61
759,Biovir459,116,14841.6
98,Ashaprofen172,130,11116.41
133,Ashafer290,75,4602.9
33,Curecillin780,183,43637.94
1194,Ashavex126,43,4016.63
1174,Ashadol971,160,31048.09
1173,Lifestat423,97,18645.54
1132,Wellvex823,165,22256.5
935,Ashamox457,23,4068.94
1097,Vitazym494,94,12313.33
1165,Healvir166,64,2595.59
603,Curezym695,6,1096.72
1167,Sanitril633,159,29534.1
359,Swasthlax170,49,1726.23
457,Neolax812,76,13629.49
881,Ashazide517,104,14475.66
113,Meditril676,105,12209.66
1143,Curelax858,122,5256.05
937,Apexlax99,196,20448.78
906,Sanivirin991,45,6807.3
468,Neolax812,134,16749.32
741,Zenzym888,167,11152.11
284,Curemox588,169,34370.78
584,Sanivex389,1,214.41
242,Lifetril52,37,7181.9
890,Ashazym434,88,1575.78
302,Vitamox783,104,12805.32
301,Neofer353,112,14091.82
1128,Apexcillin857,98,11687.42
150,Apexlax32,56,750.94
873,Biovir827,26,3958.12
299,Vitafer340,197,9624.8
1171,Healvirin988,87,19214.05
516,Swasthvir250,50,8038.1
306,Biomox58,62,8537.19
1043,Carezym249,70,8233.55
61,Vitamox197,43,4196.02
14,Swasthcillin531,171,30288.24
801,Swasthmox590,100,2006.77
793,Vitamox783,129,5770.3
396,Apexcillin761,157,13764.18
53,Carevir717,13,2495.95
115,Carestat529,157,19319.97
150,Sanizide153,189,13913.95
363,Sanizide444,162,20537.68
908,Apexcin50,165,13711.73
755,Medidol536,57,7332.42
1015,Biostat374,113,10469.29
333,Heallax1,15,2261.66
287,Medidol536,186,18669.69
267,Medivirin312,153,4998.6
189,Zenmox709,191,37515.64
972,Curezide690,99,21924.78
1158,Curevex754,180,30997.0
540,Vitalax491,6,542.23
1093,Medimox688,68,1483.58
416,Wellvex823,117,7476.67
644,Neodol14,92,12764.39
707,Apexmox621,103,3357.72
163,Biomox58,119,1652.15
337,Ashazide95,174,5513.31
1,Arozide668,98,3461.92
488,Wellcillin322,132,25765.99
958,Swasthlax405,127,17235.1
771,Biomox58,32,1528.16
1117,Healvirin261,76,5598.46
346,Welllax136,149,10020.67
811,Vitalax767,76,9688.29
194,Wellstat850,111,8291.09
485,Sanivir864,116,5534.1
209,Mediprofen276,102,9451.96
291,Medivex159,119,18837.39
1052,Swasthprofen900,44,7464.22
331,Biostat374,164,4729.43
1099,Neozym255,47,1325.78
1064,Swasthlax920,108,4895.39
1007,Lifefer599,188,27240.54
873,Healvirin988,60,11225.39
236,Vitamox783,132,6366.76
653,Vitastat632,105,1580.56
921,Vitatril45,190,3097.42
1116,Lifezym242,185,24733.03
244,Sanifer340,117,10839.08
1017,Apexmox913,61,11657.41
301,Carevex448,4,285.93
1108,Arotril94,37,1109.57
370,Apextril458,58,7501.24
327,Ashatril139,23,5038.82
750,Sanicin833,4,669.67
917,Sanimox135,27,3874.49
308,Apexvex937,188,4910.24
357,Healzym604,19,3515.97
1163,Ashaprofen556,102,22301.78
81,Vitafer673,143,19780.52
550,Apexcillin761,61,6055.75
592,Zencillin672,140,29044.36
260,Apexvirin676,10,1956.16
471,Neodol14,170,29754.06
514,Ashavirin777,130,27621.0
611,Vitazide172,156,12965.71
1049,Curezym840,142,20137.69
581,Biozym818,89,9074.51
938,Apexcillin857,193,39251.34
904,Swasthvir374,24,1781.19
1115,Apexvex997,103,10212.8
1105,Wellvir824,197,36669.48
926,Sanistat882,71,5394.72
131,Lifevir237,185,28510.23
1014,Welltril920,157,17713.1
308,Neomox103,160,19657.56
1019,Apexcillin761,184,36143.9
266,Zenzide397,82,8496.43
79,Vitalax767,165,20247.8
2,Curelax332,103,15050.75
487,Curelax68,95,1850.07
62,Medivex8,170,30847.42
800,Wellvir735,98,14523.21
936,Vitamox783,146,2779.97
344,Ashafer961,72,12413.49
702,Arodol136,96,5589.4
1073,Vitafer340,101,10030.04
288,Healvirin673,91,16467.54
381,Apexzym196,164,11054.51
1091,Medimox986,190,22259.22
802,Apexcillin761,57,9537.65
1173,Arozym551,27,1913.04
164,Arovex270,176,24476.8
1092,Swasthstat517,195,17316.41
990,Apexvex303,46,8473.34
344,Biomox639,148,7473.01
454,Mediprofen806,178,9845.0
758,Mediprofen101,27,1696.55
1034,Healvirin421,28,3315.44
750,Sanilax10,7,1398.29
539,Apexprofen369,99,20126.01
33,Arotril826,157,11644.37
589,Healcin727,67,3377.01
246,Healvex100,173,35694.08
153,Carelax388,29,5749.92
338,Vitastat632,13,715.12
684,Carestat529,149,9299.65
177,Sanistat774,94,4657.66
667,Vitastat632,76,7296.69
672,Vitacillin927,52,1766.79
750,Ashafer572,159,32478.53
975,Neodol741,187,33755.03
488,Zendol82,110,10398.93
33,Bioprofen599,159,11099.5
224,Apexmox896,73,15828.03
73,Apexcillin857,199,15937.94
1084,Mediprofen276,32,4812.16
1150,Zencin10,16,2300.28
979,Carevir104,2,115.71
1054,Sanilax10,135,17694.69
824,Ashaprofen408,42,8882.09
1142,Meditril764,199,16678.89
665,Curevex383,198,24523.85
922,Wellcillin805,138,12839.52
344,Zenzym888,36,3735.25
691,Swasthvex584,190,33593.22
696,Ashamox457,188,27230.21
650,Swasthprofen711,183,30669.07
1029,Curefer890,33,2428.3
244,Neolax812,22,3718.71
681,Lifetril982,7,290.04
81,Wellstat189,11,432.46
471,Neomox103,151,19472.23
485,Vitazide172,34,5155.12
238,Biofer458,84,13536.3
12,Vitastat241,83,5634.38
418,Swasthvirin234,163,22649.72
374,Healfer291,175,5041.39
1065,Zenvir890,135,17444.15
1005,Careprofen462,37,4484.2
455,Curevex110,109,11336.31
904,Neofer71,185,38497.23
307,Wellfer109,192,2173.49
1056,Ashamox127,190,32102.12
590,Ashafer324,54,9470.27
448,Neolax438,45,7424.71
217,Healcin565,189,7701.94
259,Meditril562,52,7578.52
15,Sanistat774,161,10146.18
773,Aromox297,190,2032.76
502,Apexcillin761,107,6071.66
1133,Vitacillin351,119,9527.83
966,Zenmox505,104,10455.19
934,Healvirin466,46,8584.79
984,Ashamox912,119,9491.9
744,Vitafer340,144,19455.28
777,Curezym407,40,8227.41
667,Zenvex701,37,4970.25
929,Swasthvir415,98,18904.27
210,Neolax812,101,2354.99
901,Biomox639,31,3916.91
937,Zencillin672,176,9246.14
445,Sanidol745,145,23212.06
60,Biovex980,84,3541.41
1161,Curetril365,158,8196.06
351,Vitalax472,26,4422.57
1199,Aroprofen945,20,2556.68
1128,Medivex259,37,1930.6
745,Zendol524,180,39531.25
1107,Apexvex997,53,4437.42
547,Bioprofen499,107,3970.74
949,Biolax228,189,29965.4
331,Heallax722,101,7771.95
1170,Mediprofen671,86,5003.22
1021,Swasthmox590,157,21422.45
916,Arocin562,155,29930.25
899,Biolax228,1,43.32
144,Neofer71,42,839.92
960,Swasthtril822,195,22534.31
231,Cureprofen611,55,6630.63
670,Arostat294,36,4616.18
1063,Ashacin705,63,1993.17
202,Arolax663,35,5732.66
112,Carevex448,141,5885.45
92,Healprofen752,68,11002.82
954,Wellzide657,133,16288.01
898,Wellzide657,90,13949.13
763,Apexlax32,171,17599.11
1096,Arozym292,101,21364.64
83,Zendol524,52,824.98
484,Vitastat680,100,15177.89
1176,Healvir641,83,2351.79
334,Sanistat437,54,10161.82
192,Healcin685,6,1036.04
343,Bioprofen499,200,44015.33
714,Medivir39,170,2453.48
979,Zenvir446,71,10677.19
395,Vitacillin756,15,1816.57
11,Lifelax407,148,13706.43
431,Curefer890,176,20047.88
236,Lifetril182,38,3544.92
311,Ashadol298,30,1385.64
943,Medivex8,105,11373.35
110,Bioprofen599,30,4217.95
183,Wellzym636,30,962.06
266,Zentril800,47,915.66
66,Swasthvir374,115,4133.19
1084,Neolax842,195,17703.11
439,Arostat294,10,630.06
779,Arocin562,87,3900.75
367,Carevir940,117,17189.63
618,Medidol56,199,20493.46
578,Biozide74,46,1318.39
1144,Healcin685,175,15731.14
691,Sanilax10,3,357.84
276,Neozide691,39,4869.7
36,Ashazide614,152,8208.52
717,Mediprofen70,185,17314.62
3,Welltril920,55,8596.11
708,Sanitril633,33,5607.08
35,Wellfer602,199,6743.84
243,Healvirin673,37,2369.14
736,Mediprofen276,141,10262.34
629,Vitazide1,196,35046.76
56,Biolax63,67,14761.71
320,Swasthcillin797,7,268.79
111,Sanizide413,109,3946.4
982,Curevex229,60,6840.21
341,Carevirin391,154,20312.0
175,Medicillin326,111,10878.58
845,Curezide690,59,2370.62
1088,Arovex870,167,29510.37
655,Apexmox621,67,12129.59
16,Sanizide413,57,9469.73
67,Healvirin673,64,1224.69
744,Carelax908,104,21324.76
925,Healvirin261,95,9757.05
133,Medizide455,95,9864.94
713,Healtril753,96,7101.87
505,Biovir827,65,6125.29
515,Sanistat945,119,10271.31
1137,Lifelax407,16,2845.94
1054,Medidol872,32,504.37
845,Apexcillin857,142,7886.58
566,Curetril365,196,38816.83
868,Curevex563,133,2175.87
200,Medivirin588,187,26563.63
304,Lifetril982,152,2678.61
702,Neoprofen369,181,3609.71
1042,Zenvir276,11,896.95
111,Vitastat632,119,17296.17
98,Zenstat163,74,6161.8
565,Medicillin460,126,9632.94
359,Carezide136,30,3913.93
1158,Arostat294,112,5283.9
1082,Ashamox426,174,13861.9
880,Swasthdol775,153,8095.46
247,Curetril365,144,1525.49
411,Swasthdol290,156,15472.83
901,Neodol927,66,13037.28
895,Apexlax435,39,1048.54
1075,Wellvirin889,62,11548.54
973,Carecillin874,5,96.09
826,Arotril124,107,9655.41
677,Vitatril675,161,22121.78
239,Ashaprofen638,13,1290.31
958,Apexcillin857,32,5354.87
538,Wellvir883,150,9297.8
1131,Healcin685,18,3191.96
553,Curecin659,147,1515.35
135,Careprofen462,82,11903.15
1028,Apexvex958,10,1617.37
1018,Ashazide95,102,17152.76
1010,Vitastat363,164,7917.1
949,Curevex383,152,13291.28
850,Biomox639,98,13733.23
210,Zencillin672,106,22959.79
305,Carevir717,56,6782.48
994,Ashacin657,123,14202.63
357,Vitamox783,196,13333.5
1056,Vitazide172,172,20753.99
1165,Welltril920,30,6177.41
31,Ashazide805,18,3066.22
339,Biovir827,111,22544.1
286,Wellfer420,7,325.0
944,Curecillin780,139,22069.04
842,Wellzide371,15,2797.1
57,Sanizide413,162,28671.01
195,Arovex226,140,30206.71
482,Healcillin680,95,14968.95
1171,Neovex649,132,18944.36
1198,Welllax523,115,24358.87
172,Apexvex937,114,24611.07
1101,Ashacin657,129,19782.03
1041,Vitafer611,8,1524.33
1120,Arocin635,103,18366.36
284,Healvirin466,42,6696.37
730,Curevex383,134,16970.6
1170,Healvir559,113,22277.18
24,Medivirin288,139,6801.57
532,Lifecillin621,139,2737.66
970,Curezym441,171,5480.56
387,Mediprofen806,98,11354.81
826,Healdol155,24,4100.75
324,Swasthlax920,131,25889.48
554,Neoprofen369,43,5475.37
1034,Neodol927,39,4303.9
1185,Aroprofen945,172,33505.08
103,Biocin592,69,1263.52
242,Medivirin588,67,11291.73
1190,Neovex882,109,3515.98
1013,Arotril124,142,17870.77
582,Zenstat163,173,34445.22
1144,Wellfer420,58,4309.25
220,Ashavirin771,200,40155.98
816,Welltril714,47,2818.44
864,Mediprofen799,180,27240.05
771,Zenvirin547,99,12584.41
880,Ashastat866,7,445.96
311,Meditril562,17,1517.15
693,Zencin10,27,2132.73
729,Ashatril184,149,26404.11
833,Vitavir585,71,7528.21
1030,Arozym551,147,32066.25
545,Aroprofen11,137,13070.08
467,Biovex77,158,2900.04
530,Cureprofen611,102,12346.7
1080,Apexlax758,114,13050.14
46,Apexfer761,160,24951.78
152,Neocin844,55,10260.14
509,Neozym255,92,14924.78
335,Wellcillin805,53,7204.92
437,Ashatril139,122,20916.64
700,Curedol685,48,8607.99
522,Lifefer599,83,8914.41
681,Healvir641,200,30408.69
340,Vitastat632,93,16667.41
619,Welltril714,127,4462.14
200,Ashadol971,110,7042.72
396,Neocin844,179,10560.19
1162,Ashazym635,107,8494.79
992,Arovir972,192,4538.92
530,Zenmox505,153,19339.22
86,Neozym303,140,18512.09
6,Neofer634,103,10723.73
199,Ashavex771,70,1725.98
1059,Curestat83,27,4963.31
379,Vitazym489,101,15434.6
1119,Lifefer681,109,14709.56
510,Swasthfer605,179,35613.86
1126,Lifemox165,113,8227.18
1162,Arotril94,80,13071.19
671,Wellfer109,88,12792.85
101,Healvir166,29,915.87
370,Sanitril186,15,2901.27
740,Swasthcin793,64,9247.1
92,Medistat835,90,2959.16
866,Lifetril182,175,25134.91
1102,Apexcin306,193,34511.17
425,Curevex110,108,7706.24
258,Neofer71,26,2740.73
763,Ashacin705,154,3317.9
101,Neofer657,7,942.24
617,Vitafer960,35,2783.6
513,Ashavex212,46,1023.74
769,Mediprofen276,175,34657.2
1141,Ashadol971,158,15356.77
103,Sanivirin991,84,13148.29
30,Ashatril139,80,6475.14
1004,Vitacillin581,194,19391.81
60,Healvirin466,147,16668.8
654,Apexstat23,57,2790.21
60,Arozym292,109,4397.05
757,Neomox257,67,12604.82
268,Curezym840,163,7526.57
593,Lifetril182,14,466.8
711,Medizym504,59,9896.99
872,Apexfer761,42,6780.21
312,Wellstat850,76,3808.24
926,Sanizym226,110,22179.36
971,Carevirin391,80,7789.72
138,Apextril381,100,1410.73
576,Arovirin33,182,33238.41
1031,Curevex110,65,7636.54
796,Medivir39,16,209.2
1100,Zencillin529,4,131.72
812,Ashatril184,124,21543.32
262,Apexprofen6,51,8552.58
734,Apexmox656,114,24902.95
560,Neomox429,115,4571.01
539,Zendol524,43,5802.59
302,Biofer458,187,5516.46
418,Apexlax758,136,8798.86
981,Neocillin820,88,4709.19
791,Neostat539,193,22271.89
718,Wellzym636,163,8195.27
1053,Ashavex93,45,2903.34
1142,Biotril391,178,28572.34
519,Sanifer841,93,17923.5
550,Vitastat363,13,245.72
522,Lifecillin235,79,10435.97
957,Carezym564,87,15206.68
158,Wellcin885,29,1016.59
917,Neomox103,74,12538.97
1007,Lifevirin369,175,36969.82
174,Ashamox987,116,12251.31
423,Swasthlax312,63,9386.82
341,Vitavirin494,126,5096.83
1137,Apexmox30,138,10774.5
150,Sanivirin963,122,8511.07
1112,Saniprofen728,16,2388.46
793,Swasthtril822,64,10441.19
399,Vitazym494,9,900.05
471,Swasthcillin797,84,12945.37
297,Sanizym356,69,8595.79
471,Apexprofen837,79,1119.56
213,Neovex882,132,3547.62
903,Medidol56,122,13631.04
138,Cureprofen611,109,7843.7
521,Neoprofen369,66,14425.6
536,Swasthvex419,68,7119.83
431,Carevir940,137,26834.0
974,Apexvex914,155,20490.32
1132,Neolax953,28,401.24
657,Zenmox709,62,7685.45
1100,Mediprofen806,117,23728.79
524,Arotril943,138,23577.34
1164,Healstat994,149,14565.84
1054,Carelax872,199,9154.03
125,Swasthvex584,79,15609.36
1186,Medizym361,180,6621.15
562,Carestat529,116,15783.92
477,Bioprofen499,10,1899.36
1107,Neovex882,192,41262.75
359,Biovex980,69,2328.95
1141,Ashazide517,167,9161.78
1068,Swasthvex419,61,3835.79
310,Medivex75,29,6278.85
1024,Sanitril450,8,773.71
1161,Swasthvirin259,54,11215.7
1055,Arozym597,13,2014.58
435,Biostat374,43,1480.14
240,Medistat835,4,172.14
5,Arodol427,5,116.1
945,Neodol14,112,8399.28
62,Apexprofen369,131,24008.37
1144,Apexcin125,174,17916.68
23,Vitatril457,141,3608.49
764,Bioprofen561,99,15765.28
482,Arocin635,142,9188.24
500,Curedol414,165,33626.7
98,Bioprofen95,124,8796.84
1128,Biovex980,165,5951.06
837,Vitafer673,151,11676.56
201,Healmox733,9,107.79
35,Vitastat925,118,20331.15
374,Ashastat75,1,91.93
675,Biofer988,191,23987.49
153,Swasthfer298,85,1290.04
893,Arozide106,111,23792.24
865,Wellvex571,69,1714.25
805,Sanimox547,95,5878.56
185,Welllax405,181,36803.54
461,Healcillin539,73,777.64
664,Healzide566,26,2554.42
551,Wellvirin56,198,23044.88
31,Vitavir585,95,16811.24
881,Vitazym137,108,12185.03
289,Neodol785,97,11576.87
830,Wellstat301,41,3565.39
32,Wellvex11,136,7631.14
1138,Medizide629,134,25882.65
968,Vitavirin494,136,29727.27
994,Neovir499,158,3419.36
879,Vitamox783,47,4280.31
1167,Healstat994,117,19143.12
485,Wellstat987,33,434.96
884,Mediprofen276,180,28139.74
1070,Vitalax472,148,19984.18
779,Vitazym137,4,249.44
12,Vitacillin927,195,43155.85
755,Wellzym92,36,7713.27
740,Swasthstat954,86,10963.19
242,Carezide624,118,11936.54
185,Carevir496,172,27379.26
789,Zencillin672,155,6451.8
1110,Swasthdol436,173,30546.88
297,Ashavex93,72,2202.29
825,Carevirin391,36,3183.84
289,Arolax663,155,29330.31
153,Healstat20,116,2598.87
542,Wellfer602,185,27005.73
271,Healstat994,27,4511.47
602,Apexfer843,96,11305.51
654,Carecillin430,112,16608.61
1184,Ashavirin771,37,1460.51
1018,Mediprofen799,1,131.25
102,Sanidol745,17,2136.25
701,Curevex563,105,5988.23
352,Neovex307,55,9043.68
963,Heallax1,46,5711.26
672,Arolax663,185,32446.97
120,Swasthstat691,23,2576.3
1059,Wellvir824,47,1866.08
927,Apexcin50,62,2014.32
149,Arotril826,100,20074.28
765,Mediprofen216,2,186.25
720,Medivex954,144,21382.19
121,Zenzide317,24,778.61
3,Sanicillin530,157,7149.07
224,Swasthlax312,169,4259.94
166,Ashacin705,192,38217.2
466,Ashastat332,113,2434.12
409,Zenvex701,12,179.51
882,Zenvirin433,152,9573.85
991,Zencillin705,66,13813.06
178,Zenzym858,130,15380.0
